season,team,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
1985,76ers,0.6358218388503426,4.486203409436216,-1.65183034056046,-0.9435948832556453,0.49421307193412306,0.6440066381988937,-0.42646450397899505,1.1498359635396986,-0.7432596116557694,-1.3272621066863892
1985,Bucks,0.4637050437445682,4.255043072417095,-0.6671435311124088,-1.3712632497509463,0.8766649047781617,0.814547479444626,2.6483516055630107,-0.05122759114706182,0.3761974719614132,-1.4576624757196206
1985,Bulls,-2.083227671001774,4.10157057621273,-0.642813050016365,-0.39308867598680436,0.7045527262727495,2.1402957474022597,1.4568945145670738,-1.1848929831687327,-0.1047974335439787,-0.6410259785560511
1985,Cavaliers,-0.7360046022989363,3.9236954933090997,1.1296830638885609,-0.30128737226220936,0.7853181226360783,1.7428369199614933,1.020941223248389,-0.5405215092174612,-1.223144414313356,1.0457698277417888
1985,Celtics,3.3657961958019387,3.9837302443643834,-0.4573206824399753,-0.13248001946405222,0.530004709079427,0.6626000719061469,0.3369055585273578,-0.7836913628016452,-0.902512185624656,-0.5367650436663771
1985,Clippers,-3.558903296585935,8.812222928583255,4.125475547820562,-8.671505804914853,4.089449996508109,9.956886382782297,11.680308033130213,3.7559133115934786,-3.8361608581122377,1.205083956767563
1985,Hawks,-2.2919865897512155,2.9306979203921193,3.1153145002687,-5.527289552255151,2.258323807697618,3.8462341243566702,4.779802699558038,0.2507435809595976,0.058663052706417994,-0.9387515892295268
1985,Jazz,0.2882830047938321,3.9399159106126618,1.844902869748987,-0.403601872784154,0.7047102535031202,1.0038561251879425,0.5761897521248621,2.8910661576551617,-1.8809389246540444,0.8468776339837516
1985,Kings,-1.939862667084626,6.5828903446320455,5.671249020025506,-6.220421597521307,3.6237184160230846,9.08494173617471,11.685372778397591,-1.4129548029310572,-1.7751923695144274,0.6618827926554464
1985,Knicks,-3.2812083784435404,3.72558774010478,2.2372915970807368,-2.062288892715529,1.2726084246012344,2.9742687036064064,2.178229251621225,-0.41660355381938835,-0.2572540047855578,0.32289773444872166
1985,Lakers,5.224502944585154,5.456175889540673,-0.3552371419512644,0.06368291164948886,0.49156039300833704,1.7013570304933832,1.1453603618529287,2.245866758828088,3.338945986441686,1.2721851359342087
1985,Mavericks,-0.9688495132771189,4.007896599403087,1.0703475690671127,-0.9914408889929108,1.1453463259501002,2.341636119964109,4.485985752637875,-1.7762105391678307,0.40202013499947653,-0.4392491060112799
1985,Nets,-0.1380777862786138,3.6464437562503065,2.04675930992392,-1.7438688004764462,1.1600767066078865,1.6371280078406656,2.0610109535162935,0.024982450384416002,-0.9056242763064399,0.6858762754692874
1985,Nuggets,1.3594112467106307,5.573735831984793,0.7817186771190826,1.4165235819818625,0.5706961784294329,0.8727745009831904,1.3110087287235885,-0.9585078600595053,-0.35956012637309603,-0.0382805287536094
1985,Pacers,-3.229013716303842,6.468745864664732,2.412199947545598,-4.139978518511368,1.943282808678571,3.299295771456137,0.8956877846805128,2.0086101489007113,-1.3646617591153565,0.5010777232393445
1985,Pistons,1.4202623028928996,5.45198203611842,0.3056263401600232,1.2458615072804264,0.6004747400166117,0.8690194972432083,1.05823981505343,-2.6012195942976235,-0.8614030508069404,1.2767061427569066
1985,Rockets,1.2809171609370826,8.477765015318052,-0.9994937231825634,-3.2324697036726495,2.0093804368895802,-0.6476962594897533,1.8318959455126886,0.8223495937573291,-1.4887866939339502,1.7758738708971538
1985,Spurs,-0.18462098535485327,4.944629697708592,2.573767084644046,-3.6916513557264836,1.8305564971115758,2.6236005621506115,3.043086413091567,1.062000583700789,-0.3763573999580465,-1.1054419439415888
1985,Suns,-2.44381773643764,5.356223917273754,1.4473207027168509,-0.4597678204623697,0.95295472587598,3.9939479919063263,3.4850059820288437,1.3458109606152593,-1.132944900574147,-0.44455850919305034
1985,Trail Blazers,-0.06502255781310666,6.10539177706858,0.02903385600572122,0.053822159668816934,0.924183564087597,1.209986443363857,0.9094315542142198,-0.5041930038121335,-0.6627919558316504,-0.026058447865299626
1985,Warriors,-2.8184109452617228,7.104298704249416,3.4974155568050893,4.112414568680936,0.6993334190793626,7.637803748664946,10.30179934820543,-1.2712682209015806,-5.306236269741429,7.399141971187149
1986,76ers,0.2272885675733717,4.668034500652861,-2.1472938889467703,1.067851325767129,0.029353097065077157,-0.3309125668747644,0.2541547441451062,0.23654276069966032,-0.23851440720705663,-0.5627982692192123
1986,Bucks,1.492943039453348,2.8517376755190673,-1.4228992778240033,1.8010267813355967,-0.3148231224963711,0.34494597981905234,-0.029363957237106712,0.3575274682939837,-0.5601075300898085,-1.255117397421725
1986,Bulls,-2.2215076498563673,2.823778560895262,-0.03954119340332321,-0.6295275913389421,0.4557132088122395,1.0784510338249902,-1.69242578308344,-0.9787047740578119,0.5438415202217945,-1.5320247214061502
1986,Cavaliers,-1.733355380593639,1.9755931114275809,0.9136143621603576,-0.4563813623049717,0.31789007813840936,0.593627479532139,-1.1217660482341043,0.35460841268624443,0.1480601550416345,-1.0083445017440182
1986,Celtics,5.031841449893829,3.036517319286438,-1.3532266600104237,-0.8335688356600834,0.20050524683041884,1.0011634633807647,-0.0008814804314919107,1.9696228436480094,3.9157922763222723,0.5544274871520293
1986,Clippers,-2.8317380540254384,2.665661191640905,0.6996700212006032,0.8187892193759885,0.0844968532713764,-0.09347301744315185,-0.49009862099244594,1.5336001419850145,0.6911924874934451,-1.270184920006966
1986,Hawks,0.3407921657213786,2.9672294576044558,-1.116387216705519,0.4291625198379377,0.07769617585405941,0.3456695596539108,-0.24818146396053095,-0.08855495594341985,-0.1487208005670795,-1.053942143356503
1986,Jazz,-0.4887969704204694,3.0793277963693084,0.22048901555627384,0.035965602684788475,0.1796378815114059,-0.824798264027163,-0.5310149693590224,3.491921799101365,-0.33260128288719565,-1.1045702237766546
1986,Kings,-1.9034922130053367,2.9455730648994485,0.7128297895709731,-0.7601607434731725,0.5359439207666019,0.41669128202223926,-0.4309580832543515,-0.14619998388000716,1.2692093259414297,-2.0365733727312114
1986,Knicks,-4.311432362374265,0.08804037731710894,0.31382484783948555,1.3893716233470041,-0.43163666988036037,1.8453466442096451,-0.42124800572303656,-0.4936654843245812,0.4495895151043464,-0.8676062416014081
1986,Lakers,2.6663026447419447,3.772253736915813,-0.3173072136905592,-0.13773582719593125,0.4320745151152151,-1.2346774901596373,1.5342436028306639,0.052520324261436,1.2303594956606554,-2.2699190011491814
1986,Mavericks,0.23396912767939834,1.3886768675393217,1.1535394341820082,0.35265187323754205,0.1895406067977044,0.29245575729591083,-0.16870268991256931,-0.7451194737664223,0.9036071988004963,-1.8391257035338495
1986,Nets,-1.0212336188442712,3.4917608915104164,0.0902753161699263,-0.2517355093713132,0.41936027119519464,0.6301091209509448,-0.34176315313008115,-0.989720862387057,0.32943578420993697,-0.678917588261571
1986,Nuggets,-0.030008046154190237,2.8118477372759045,0.4107152127563147,3.1448154710048484,-0.3786486294114377,-0.32948162723928776,0.41661458261813106,0.3025772375107581,0.39692931441465895,-0.8739031694060728
1986,Pacers,-2.128708892483593,2.8264663341036473,0.9342367634266538,-1.230790912768935,0.6123728789693542,0.7171769207598514,-1.3519437061023798,-0.7406133708864603,0.09509956088064903,-0.08965802182752827
1986,Pistons,0.03615823809014671,3.65245933638148,0.30009387622029465,1.2430942221339834,0.20030612106535875,-0.3387650862655968,0.16187931107693432,-1.496569767039578,0.8192229843954054,-0.7917801837109819
1986,Rockets,1.993007855596979,4.516927029401992,-1.1185220365670887,0.9082965200027464,0.1817035667447378,0.2975611362527243,-1.773166159764884,0.24308669993018397,-0.8502914908452449,-1.1082492096370646
1986,Spurs,-1.6773092872495097,3.1599230150826036,0.9213014014105979,1.0578590105668797,0.06428873961971016,0.9124731018281015,-0.11504606537932527,0.4090992331185137,0.41955346732859056,-1.296907687402239
1986,Suns,-2.460489705147696,3.776197928038974,1.101717335675064,0.10033155324891523,0.36562981789943944,0.7058558626643743,0.34806905388025305,0.6659675152950161,0.8277890595034301,-1.3146516082379427
1986,Trail Blazers,-1.1439437548308002,3.573634996856781,0.3231601193931203,2.0822144578670896,-0.09961042351383188,0.0823098204750329,0.8126307272273006,-0.20335916720479585,0.8074474519951438,-1.0772379817506936
1986,Warriors,-1.9529920935321354,3.3906990391294425,0.6567186237955732,1.3509768894731837,0.16672586541051249,-0.37295988117677026,-0.1691773800612016,-1.013110444864117,0.9053595504510157,-0.31943445770958506
1987,76ers,-1.016034569988312,3.106835406625514,-1.6103751381631546,0.27406855901697846,0.018461737852998546,-0.3915912811622916,-0.2740471864161945,1.4168789853523343,-0.19297715333440676,-0.7550033947004858
1987,Bucks,0.4358773394948875,1.3526374015744096,-0.6544397257090824,4.094412322873642,-0.9416458474298536,0.5287598647059503,0.3572184876369945,-0.6866515835523911,-0.3369003220290956,-0.4609197069404439
1987,Bulls,-0.5623438119658584,2.435476230166766,-1.3084874187539877,0.1260067158522697,0.09612904710841089,-0.3307642678643671,-0.9125379388870203,-1.0118385796153837,0.13855742050562925,-0.533273587595002
1987,Cavaliers,-2.3741513713543463,3.5178026283619785,-0.5432807279371779,-1.3957181434188017,0.5705633404461439,0.0704890829333074,-1.3077940447254028,1.408039216643571,-0.22595558481453698,-0.4762337226071556
1987,Celtics,2.6549031519656614,1.0022442946387473,0.5465075835913803,-0.762962570902232,0.23977136966059434,1.1124985857340284,-0.9497439228358532,0.6664130100535974,-0.08246282648662963,-2.996419148909895
1987,Clippers,-4.93029416367056,2.271043415477919,1.1011779999949138,1.9539870450128247,-0.22101165465813252,1.6659650321554342,-1.9442379711226485,0.35610895446629337,0.10070649441143734,-0.5573214259902252
1987,Hawks,1.3925728135041693,3.2759355349080854,-2.192071926012706,-0.17307122530445343,0.2261050876212705,-1.195942138536666,-0.13398794531152566,-0.2980907121587152,0.04284187701778055,-0.7367867355298042
